,Address,Price,Beds,Contact
0,850 N Lake Shore Dr Chicago  60611,"$2,360 - $2,875",Studio - 3 Br,312-462-1903
1,225 N Columbus Dr Chicago  60601,"$1,587 - $5,401",Studio - 2 Br,866-933-3491
2,5140 S Hyde Park Blvd Chicago  60615,"$1,428 - $6,318",1-3 Br,773-432-4830
3,340 E North Water St Chicago  60611,"$1,969 - $10,500",Studio - 3 Br,844-402-4750
4,345 E Wacker Dr Chicago  60601,"$1,636 - $4,688",Studio - 3 Br,773-904-9571
5,171 N Halsted St Chicago  60661,"$1,750 - $5,250",Studio - 3 Br,844-294-8524
6,200 E Illinois St Chicago  60611,"$1,920 - $12,878",Studio - 4 Br,773-273-6395
7,161 W Kinzie St Chicago  60654,"$1,630 - $6,337",Studio - 2 Br,844-892-1659
8,220 W Illinois St Chicago  60654,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
9,400 N McClurg Ct Chicago  60611,"$2,092 - $2,926",Studio - 2 Br,844-482-6861
10,1164-1212 W Madison St Chicago  60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
11,1130 S Michigan Ave Chicago  60605,"$1,405 - $3,700",Studio - 2 Br,866-610-8317
12,71 W Hubbard St Chicago  60654,"$1,789 - $6,495",Studio - 3 Br,312-219-9513
13,11 S Green St Chicago  60607,"$1,675 - $3,335",Studio - 2 Br,844-417-3242
14,400 E South Water St Chicago  60601,"$1,450 - $3,337",Studio - 2 Br,866-599-7868
15,1350 N Lake Shore Dr Chicago  60610,"$1,272 - $2,994",Studio - 2 Br,312-462-0403
16,200 E Chestnut St Chicago  60611,"$1,302 - $7,054",Studio - 2 Br,708-315-6519
17,1 W Superior St Chicago  60654,"$1,571 - $4,614",Studio - 2 Br,312-219-9516
18,850 S Clark St Chicago  60605,"$1,765 - $3,519",Studio - 2 Br,312-462-1938
19,840 W Blackhawk St Chicago  60642,"$1,738 - $3,913",Studio - 2 Br,866-958-8596
20,707 N Wells St Chicago  60654,"$2,740 - $5,621",1-3 Br,844-837-3913
21,360 E South Water St Chicago  60601,"$1,522 - $3,878",Studio - 2 Br,312-288-8069
22,3402-3453 N Elaine Pl Chicago  60657,"$1,600 - $2,738",1-3 Br,844-889-9247
23,805 N LaSalle Dr Chicago  60610,"$1,600 - $5,100",Studio - 2 Br,872-206-3038
24,555 W Madison St Chicago  60661,"$1,320 - $4,040",Studio - 2 Br,888-692-0211
25,60638 About Us Chicago ,,,
