,Address,Price,Beds,Contact
0,"200 N Michigan Ave, Chicago, IL ","$1,673 - 5,164",Studio - 2 Bed,844-655-0458
1,"306 Jefferson St, Chicago, IL ","$1,628 - 4,938",Studio - 2 Bed,844-443-8919
2,"200 E Illinois St, Chicago, IL ","$1,985 - 10,325",Studio - 3 Bed,773-273-6395
3,"1209 W Arthur Ave, Chicago, IL ","$1,646 - 2,575",Studio - 2 Bed,773-649-4071
4,"5140 S Hyde Park Blvd, Chicago, IL ","$1,556 - 3,091",1-3 Bed,773-432-4830
5,"465 N Park Dr, Chicago, IL ","$1,710 - 11,855",Studio - 3 Bed,844-562-1138
6,"765 W Adams St, Chicago, IL ","$1,860 - 7,825",Studio - 3 Bed,773-675-1174
7,"720 S Wells St, Chicago, IL ","$1,735 - 7,589",Studio - 3 Bed,855-394-3893
8,"2300 S Michigan Ave, Chicago, IL ","$1,520 - 2,705",1-2 Bed,312-646-4878
9,"2851 S Martin Luther King Dr, Chicago, IL ","$935 - 8,052",Studio - 3 Bed,844-827-1869
10,"555 W Madison St, Chicago, IL ","$1,380 - 3,060",Studio - 2 Bed,888-692-0211
11,"175 N Harbor Dr, Chicago, IL ","$1,702 - 5,428",Studio - 3 Bed,888-767-6014
12,"1350 N Wells St, Chicago, IL ","$1,625 - 4,140",Studio - 2 Bed,866-854-1757
13,"4334 N Hazel St, Chicago, IL ","$1,445 - 2,695",Studio - 2 Bed,888-769-6192
14,"1350 N Lake Shore Dr, Chicago, IL ","$1,359 - 4,571",Studio - 2 Bed,844-740-9960
15,"320 W Illinois St, Chicago, IL ","$1,445 - 3,500",Studio - 2 Bed,844-402-3801
16,"730 W Couch Pl, Chicago, IL ","$1,860 - 14,131",Studio - 3 Bed,844-294-8524
17,"167 W Erie St, Chicago, IL ","$1,930 - 5,595",Studio - 3 Bed,844-249-5467
18,"1333 S Wabash Ave, Chicago, IL ","$1,965 - 7,534",1-3 Bed,312-767-5990
19,"165 W Superior, Chicago, IL ","$1,833 - 4,342",Studio - 3 Bed,844-214-0691
20,"343 W Wolf Point Plz, Chicago, IL ","$1,997 - 28,212",Studio - 3 Bed,844-811-0188
21,"1136-1140 S Wabash Ave, Chicago, IL ","$1,445 - 3,370",Studio - 2 Bed,312-637-6585
22,"1 E Delaware Pl, Chicago, IL ","$1,770 - 3,776",Studio - 2 Bed,855-707-4966
