,Address,Price,Beds,Contact
0,601 W Jackson Blvd Chicago  60661,"$1,520 - $4,565",Studio - 2 Br,844-443-8919
1,840 W Blackhawk St Chicago  60642,"$2,021 - $4,089",Studio - 2 Br,866-958-8596
2,400 E South Water St Chicago  60601,"$1,744 - $4,595",Studio - 2 Br,866-599-7868
3,360 E South Water St Chicago  60601,"$1,624 - $4,239",Studio - 2 Br,312-288-8069
4,343 W Wolf Point Plz Chicago  60654,"$1,841 - $10,900",Studio - 3 Br,844-811-0188
5,225 N Columbus Dr Chicago  60601,"$1,745 - $5,116",Studio - 2 Br,866-933-3491
6,555 W Kinzie St Chicago  60654,"$1,560 - $4,571",Studio - 3 Br,312-288-8972
7,123 N Des Plaines St Chicago  60661,"$2,068 - $4,537",Studio - 3 Br,312-957-4484
8,850 S Clark St Chicago  60605,"$1,785 - $3,551",Studio - 2 Br,312-462-1938
9,555 W Madison St Chicago  60661,"$1,390 - $4,065",Studio - 2 Br,888-692-0211
10,5140 S Hyde Park Blvd Chicago  60615,"$1,385 - $3,969",1-3 Br,773-432-4830
11,25 W Randolph St Chicago  60602,"$1,823 - $7,987",Studio - 3 Br,844-808-9214
12,400 N McClurg Ct Chicago  60611,"$1,756 - $3,061",Studio - 2 Br,844-482-6861
13,345 E Wacker Dr Chicago  60601,"$1,701 - $3,542",Studio - 3 Br,773-904-9571
14,500 N Lake Shore Dr Chicago  60611,"$2,015 - $4,085",Studio - 2 Br,312-548-6742
15,200 E Chestnut St Chicago  60611,"$1,198 - $9,901",Studio - 2 Br,708-315-6519
16,1130 S Michigan Ave Chicago  60605,"$1,366 - $3,681",Studio - 2 Br,866-610-8317
17,910 W Huron St Chicago  60642,"$1,880 - $3,855",Studio - 4 Br,844-741-2982
18,625 W Division St Chicago  60610,"$1,825 - $3,700",Studio - 2 Br,844-525-6919
19,8 W Chestnut St Chicago  60610,"$1,575 - $2,709",1-2 Br,312-646-4941
20,1350 N Lake Shore Dr Chicago  60610,"$1,367 - $3,078",Studio - 2 Br,312-462-0403
21,161 W Kinzie St Chicago  60654,"$1,695 - $6,337",Studio - 2 Br,844-892-1659
22,1 W Superior St Chicago  60654,"$1,732 - $4,114",Studio - 2 Br,312-219-9516
23,60638 About Us Chicago ,,,
