,Address,Price,Beds,Contact
0,"1209 W Arthur Ave, Chicago, IL ","$1,585 - 2,575",,773-649-4071
1,"200 E Illinois St, Chicago, IL ","$2,032 - 12,878",,773-273-6395
2,"420 E Ohio St, Chicago, IL ","$1,555 - 4,600",,888-380-0393
3,"500 N Milwaukee Ave, Chicago, IL ","$1,800 - 6,306",,312-964-3768
4,"625 W Division St, Chicago, IL ","$1,850 - 3,700",,844-525-6919
5,"707 N Wells St, Chicago, IL ","$2,591 - 5,332",,844-312-7045
6,"840 W Blackhawk St, Chicago, IL ","$1,635 - 6,936",,866-958-8596
7,"5527-5537 S Everett Ave, Chicago, IL ","$1,020 - 1,850",,844-285-1275
8,"601 W Jackson Blvd, Chicago, IL ","$1,702 - 4,709",,844-443-8919
9,"1333 S Wabash Ave, Chicago, IL ","$2,125 - 7,480",,844-320-6227
10,"730 W Couch Pl, Chicago, IL ","$1,875 - 5,550",,844-294-8524
11,"400 E South Water St, Chicago, IL ","$1,733 - 3,656",,866-599-7868
12,"360 E South Water St, Chicago, IL ","$1,740 - 3,684",,312-288-8069
13,"343 W Wolf Point Plz, Chicago, IL ","$1,918 - 9,413",,844-811-0188
14,"225 N Columbus Dr, Chicago, IL ","$1,680 - 4,510",,866-933-3491
15,"345 E Wacker Dr, Chicago, IL ","$1,639 - 4,112",,773-904-9571
16,"555 W Kinzie St, Chicago, IL ","$1,503 - 6,037",,312-288-8972
17,"833 W Buena Ave, Chicago, IL ","$1,290 - 1,880",,888-236-7009
18,"2701 S Indiana Ave, Chicago, IL ","$942 - 1,505",,312-985-0214
19,"123 N Desplaines St, Chicago, IL ","$2,054 - 5,834",,312-957-4484
20,"5140 S Hyde Park Blvd, Chicago, IL ","$1,379 - 6,310",,773-432-4830
21,"5020-5050 S LAKE SHORE Dr, Chicago, IL ","$1,204 - 7,951",,866-611-2494
22,"5105 S Harper Ave, Chicago, IL ","$2,198 - 4,964",,844-867-6288
23,"5454 S Shore Dr, Chicago, IL ","$1,382 - 6,213",,844-815-4511
24,"1606 E Hyde Park Blvd, Chicago, IL ","$1,071 - 2,803",,844-761-9442
25,60638 About Us Chicago ,,,
