,Address,Price,Beds,Contact
0,3402-3453 N Elaine Pl Chicago  60657,"$1,672 - $3,488",1-3 Br,844-889-9247
1,161 W Kinzie St Chicago  60654,"$1,840 - $6,337",Studio - 2 Br,844-892-1659
2,37 W Van Buren St Chicago  60605,"$1,660 - $4,114",Studio - 4 Br,844-250-5735
3,400 E South Water St Chicago  60601,"$1,660 - $4,114",Studio - 2 Br,866-599-7868
4,71 W Hubbard St Chicago  60654,"$1,791 - $6,495",Studio - 3 Br,312-219-9513
5,200 E Illinois St Chicago  60611,"$2,173 - $12,878",Studio - 4 Br,773-273-6395
6,340 E North Water St Chicago  60611,"$1,819 - $11,025",Studio - 3 Br,844-402-4750
7,500 N Lake Shore Dr Chicago  60611,"$1,755 - $3,910",Studio - 2 Br,312-548-6742
8,11 S Green St Chicago  60607,Call for Rent,Studio - 2 Br,844-417-3242
9,360 E South Water St Chicago  60601,"$1,694 - $3,916",Studio - 2 Br,312-288-8069
10,1 W Superior St Chicago  60654,"$1,556 - $4,735",Studio - 2 Br,312-219-9516
11,225 N Columbus Dr Chicago  60601,"$1,634 - $5,123",Studio - 2 Br,866-933-3491
12,220 W Illinois St Chicago  60654,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
13,765 W Adams St Chicago  60661,"$1,659 - $9,350",Studio - 3 Br,773-675-1174
14,850 N Lake Shore Dr Chicago  60611,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
15,840 W Blackhawk St Chicago  60642,"$1,687 - $4,066",Studio - 2 Br,866-958-8596
16,5140 S Hyde Park Blvd Chicago  60615,"$1,378 - $5,781",1-3 Br,773-432-4830
17,555 W Madison St Chicago  60661,"$1,325 - $3,920",Studio - 2 Br,888-692-0211
18,1164-1212 W Madison St Chicago  60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
19,910 W Huron St Chicago  60642,"$1,925 - $3,410",Studio - 4 Br,844-741-2982
20,401-465 E Illinois St Chicago  60611,"$1,775 - $4,445",Studio - 2 Br,844-274-9788
21,200 E Chestnut St Chicago  60611,"$1,188 - $7,177",Studio - 2 Br,708-315-6519
22,123 N Des Plaines St Chicago  60661,"$2,389 - $5,377",Studio - 3 Br,312-957-4484
