,Address,Price,Beds,Contact
0,"808 W Van Buren St, Chicago, IL ",Call for Rent,Studio - 2 Bed,844-694-6517
1,"169 W Huron St, Chicago, IL ","$1,835 - 5,577",Studio - 2 Bed,847-979-4467
2,"5527-5454 S Everett Ave, Chicago, IL ","$1,209 - 1,731",Studio - 2 Bed,844-285-1275
3,"1 W Superior St, Chicago, IL ","$1,696 - 5,102",Studio - 2 Bed,312-219-9516
4,"215 W Lake St, Chicago, IL ","$1,975 - 5,520",Studio - 3 Bed,224-220-3563
5,"1401 S State St, Chicago, IL ","$1,665 - 3,485",Studio - 2 Bed,844-613-0088
6,"420 E Ohio St, Chicago, IL ","$1,740 - 4,425",Studio - 3 Bed,888-380-0393
7,"500 N Milwaukee Ave, Chicago, IL ","$1,589 - 5,561",Studio - 3 Bed,312-964-3768
8,"306 Jefferson St, Chicago, IL ","$1,717 - 4,288",Studio - 2 Bed,844-443-8919
9,"200 N Michigan Ave, Chicago, IL ","$1,935 - 4,402",Studio - 2 Bed,844-655-0458
10,"200 E Illinois St, Chicago, IL ","$1,860 - 10,325",Studio - 3 Bed,773-273-6395
11,"1209 W Arthur Ave, Chicago, IL ","$1,715 - 3,670",Studio - 2 Bed,773-649-4071
12,"343 S Dearborn St, Chicago, IL ","$1,715 - 3,670",Studio - 2 Bed,844-223-8118
13,"860 N Dewitt Pl, Chicago, IL ","$1,500 - 2,595",Studio - 2 Bed,844-772-4370
14,"65 E Scott St, Chicago, IL ","$1,300 - 1,850",Studio - 2 Bed,312-638-2436
15,"727 W Madison St, Chicago, IL ","$1,735 - 7,585",Studio - 3 Bed,844-250-6352
16,"465 N Park Dr, Chicago, IL ","$1,710 - 13,000",Studio - 3 Bed,844-562-1138
17,"720 S Wells St, Chicago, IL ","$1,765 - 7,589",Studio - 3 Bed,855-394-3893
18,"2300 S Michigan Ave, Chicago, IL ","$1,520 - 2,705",1-2 Bed,312-646-4878
19,"311 W Illinois St, Chicago, IL ","$3,040 - 5,860",Studio - 3 Bed,844-323-7090
20,"4-22 N Aberdeen St, Chicago, IL ","$2,795 - 3,920",Studio - 3 Bed,844-617-1509
21,"555 W Madison St, Chicago, IL ","$1,425 - 3,000",Studio - 2 Bed,888-692-0211
22,"175 N Harbor Dr, Chicago, IL ","$1,475 - 5,595",Studio - 3 Bed,888-767-6014
23,"1350 N Wells St, Chicago, IL ","$1,570 - 4,160",Studio - 2 Bed,866-854-1757
