,Address,Price,Beds,Contact
0,10 Apartments in Chicago,"$995 - 2,500",Studio - 4 Bed,
1,"NE NEast River Rd, Chicago, IL","$995 - 2,500",Studio - 4 Bed,866-794-5357
2,"2 W Delaware Pl, Chicago, IL","$4,948 - 10,119",1-5 Bed,
3,"1457 N Halsted St, Chicago, IL","$1,971 - 4,059",Studio - 2 Bed,
4,"808 S Michigan Ave, Chicago, IL","$1,528 - 23,318",Studio - 4 Bed,844-255-3461
5,"633 W North Ave, Chicago, IL","$2,580 - 4,600",Studio - 3 Bed,
6,"930 W Altgeld St, Chicago, IL","$1,715 - 14,300",Studio - 3 Bed,
7,"1407 S Michigan Ave, Chicago, IL","$1,166 - 5,575",Studio - 3 Bed,844-207-9781
8,"65 E Scott St, Chicago, IL","$1,175 - 1,855",Studio - 2 Bed,312-638-2436
9,"845 N State St, Chicago, IL","$1,695 - 5,700",Studio - 2 Bed,
10,"401-465 E Illinois St, Chicago, IL","$1,555 - 4,650",Studio - 3 Bed,844-274-9788
11,"441 E Erie St, Chicago, IL","$1,240 - 3,640",Studio - 3 Bed,844-569-5575
12,"1926 W Harrison St, Chicago, IL","$1,670 - 3,325",Studio - 3 Bed,224-215-6156
13,"840 W Blackhawk St, Chicago, IL","$1,681 - 3,409",Studio - 2 Bed,866-958-8596
14,"2345 N Lincoln Ave, Chicago, IL","$1,890 - 6,775",Studio - 3 Bed,
15,"860 N Dewitt Pl, Chicago, IL","$1,210 - 5,305",Studio - 2 Bed,844-772-4370
16,"200 E Illinois St, Chicago, IL","$1,831 - 9,926",1-3 Bed,844-349-2090
17,"345 E Ohio St, Chicago, IL","$1,913 - 5,865",Studio - 3 Bed,844-361-3646
18,"2300 S Michigan Ave, Chicago, IL","$1,634 - 2,960",1-2 Bed,312-646-4878
19,"63 E Lake St, Chicago, IL","$1,230 - 3,625",Studio - 2 Bed,
20,"71 W Hubbard St, Chicago, IL","$1,830 - 7,117",Studio - 3 Bed,
21,"N Lake Shore Dr, Chicago, IL","$1,236 - 7,433",Studio - 2 Bed,
22,"1164-1212 W Madison St, Chicago, IL","$1,699 - 6,444",Studio - 2 Bed,
23,"N Lake Shore Dr, Chicago, IL","$1,700 - 8,800",Studio - 3 Bed,312-548-6742
24,"514 N Peshtigo Ct, Chicago, IL","$3,500 - 9,100",1-3 Bed,708-628-5642
25,"5500 S Shore Dr, Chicago, IL","$1,110 - 2,956",Studio - 2 Bed,773-966-2217
