,Address,Price,Beds,Contact
0,840 W Blackhawk St Chicago 60642,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
1,200 E Illinois St Chicago 60611,"$1,771 - $12,878",Studio - 3 Br,773-273-6395
2,500 N Milwaukee Ave Chicago 60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
3,1 W Superior St Chicago 60654,"$1,816 - $5,240",Studio - 2 Br,312-219-9516
4,625 W Division St Chicago 60610,"$1,925 - $3,625",Studio - 2 Br,844-525-6919
5,707 N Wells St Chicago 60654,"$2,707 - $5,796",1-3 Br,844-312-7045
6,601 W Jackson Blvd Chicago 60661,"$1,305 - $4,541",Studio - 2 Br,844-443-8919
7,N Des Plaines St Chicago 60661,"$2,073 - $5,390",Studio - 3 Br,312-957-4484
8,420 E Ohio St Chicago 60611,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
9,W Wolf Point Plz Chicago 60654,"$1,918 - $10,900",Studio - 3 Br,844-811-0188
10,345 E Wacker Dr Chicago 60601,"$1,737 - $4,866",Studio - 3 Br,773-904-9571
11,E South Water St Chicago 60601,"$1,963 - $4,110",Studio - 2 Br,866-599-7868
12,E South Water St Chicago 60601,"$2,064 - $5,197",Studio - 2 Br,312-288-8069
13,225 N Columbus Dr Chicago 60601,"$2,098 - $5,462",Studio - 2 Br,866-933-3491
14,555 W Kinzie St Chicago 60654,"$1,552 - $5,735",Studio - 3 Br,312-288-8972
15,730 W Couch Pl Chicago 60661,"$1,750 - $5,550",Studio - 3 Br,844-294-8524
16,1333 S Wabash Ave Chicago 60605,"$1,815 - $3,800",1-2 Br,844-845-5098
17,1890 Maple St Chicago 60201,"$1,675 - $6,871",Studio - 3 Br,224-420-9126
18,200 E Chestnut St Chicago 60611,"$1,374 - $11,443",Studio - 2 Br,708-315-6519
19,1209 W Arthur Ave Chicago 60626,"$1,575 - $2,575",Studio - 2 Br,773-649-4071
20,71 W Hubbard St Chicago 60654,"$1,914 - $6,535",Studio - 3 Br,312-219-9513
21,850 S Clark St Chicago 60605,"$1,739 - $3,433",Studio - 2 Br,312-462-1938
22,555 W Madison St Chicago 60661,"$1,390 - $4,835",Studio - 2 Br,888-692-0211
23,8 W Chestnut St Chicago 60610,"$1,339 - $2,789",1-2 Br,312-646-4941
24,545 N McClurg Ct Chicago 60611,"$1,995 - $8,805",Studio - 3 Br,844-382-0901
