,Address,Price,Beds,Contact
0,730 W Couch Pl Chicago  6,"$1,750 - $5,150",Studio - 3 Br,844-294-8524
1,601 W Jackson Blvd Chicago  6,"$1,305 - $4,567",Studio - 2 Br,844-443-8919
2,420 E Ohio St Chicago  6,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
3,1333 S Wabash Ave Chicago  6,"$1,815 - $3,800",1-2 Br,844-845-5098
4,343 W Wolf Point Plz Chicago  6,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
5,400 E South Water St Chicago  6,"$1,555 - $4,124",Studio - 2 Br,866-599-7868
6,360 E South Water St Chicago  6,"$1,834 - $5,280",Studio - 2 Br,312-288-8069
7,225 N Columbus Dr Chicago  6,"$2,064 - $5,367",Studio - 2 Br,866-933-3491
8,345 E Wacker Dr Chicago  6,"$1,683 - $4,901",Studio - 3 Br,773-904-9571
9,555 W Kinzie St Chicago  6,"$1,645 - $5,735",Studio - 3 Br,312-288-8972
10,123 N Des Plaines St Chicago  6,"$1,931 - $5,366",Studio - 3 Br,312-957-4484
11,500 N Lake Shore Dr Chicago  6,"$1,865 - $4,160",Studio - 2 Br,312-548-6742
12,5140 S Hyde Park Blvd Chicago  6,"$1,542 - $6,386",1-3 Br,773-432-4830
13,840 W Blackhawk St Chicago  6,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
14,1 W Superior St Chicago  6,"$1,566 - $5,102",Studio - 2 Br,312-219-9516
15,200 E Illinois St Chicago  6,"$2,010 - $12,878",Studio - 3 Br,773-273-6395
16,500 N Milwaukee Ave Chicago  6,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
17,625 W Division St Chicago  6,"$1,925 - $3,625",Studio - 2 Br,844-525-6919
18,707 N Wells St Chicago  6,"$2,707 - $5,796",1-3 Br,844-312-7045
19,1890 Maple St Chicago  6,"$1,639 - $5,000",Studio - 3 Br,224-420-9126
20,200 E Chestnut St Chicago  6,"$1,411 - $11,443",Studio - 2 Br,708-315-6519
21,555 W Madison St Chicago  6,"$1,395 - $4,835",Studio - 2 Br,888-692-0211
22,71 W Hubbard St Chicago  6,"$1,870 - $6,535",Studio - 3 Br,312-219-9513
23,60638 About Us Chicago Ap,,,
