,Address,Price,Beds,Contact
0,1 W Superior St Chicago  6,"$1,535 - $4,954",Studio - 2 Br,312-219-9516
1,601 W Jackson Blvd Chicago  6,"$1,424 - $4,214",Studio - 2 Br,844-443-8919
2,840 W Blackhawk St Chicago  6,"$1,801 - $4,015",Studio - 2 Br,866-958-8596
3,220 W Illinois St Chicago  6,"$2,075 - $4,145",Studio - 2 Br,773-492-6656
4,200 E Illinois St Chicago  6,"$2,148 - $12,878",Studio - 4 Br,773-273-6395
5,625 W Division St Chicago  6,"$1,775 - $3,700",Studio - 2 Br,844-525-6919
6,707 N Wells St Chicago  6,"$2,740 - $5,621",1-3 Br,844-837-3913
7,400 E South Water St Chicago  6,"$1,736 - $2,634",Studio - 2 Br,866-599-7868
8,360 E South Water St Chicago  6,"$1,706 - $5,121",Studio - 2 Br,312-288-8069
9,343 W Wolf Point Plz Chicago  6,"$1,799 - $10,617",Studio - 3 Br,844-811-0188
10,225 N Columbus Dr Chicago  6,"$1,633 - $5,359",Studio - 2 Br,866-933-3491
11,345 E Wacker Dr Chicago  6,"$1,651 - $3,716",Studio - 3 Br,773-904-9571
12,555 W Kinzie St Chicago  6,"$1,608 - $4,383",Studio - 3 Br,312-288-8972
13,123 N Des Plaines St Chicago  6,"$2,045 - $5,847",Studio - 3 Br,312-957-4484
14,500 N Lake Shore Dr Chicago  6,"$1,715 - $4,325",Studio - 2 Br,312-548-6742
15,5140 S Hyde Park Blvd Chicago  6,"$1,399 - $5,294",1-3 Br,773-432-4830
16,200 E Chestnut St Chicago  6,"$1,271 - $4,429",Studio - 2 Br,708-315-6519
17,71 W Hubbard St Chicago  6,"$1,795 - $6,438",Studio - 3 Br,312-219-9513
18,850 S Clark St Chicago  6,"$1,794 - $3,589",Studio - 2 Br,312-462-1938
19,555 W Madison St Chicago  6,"$1,325 - $7,695",Studio - 2 Br,888-692-0211
20,8 W Chestnut St Chicago  6,"$1,629 - $2,709",1-2 Br,312-646-4941
21,1350 N Lake Shore Dr Chicago  6,"$1,272 - $2,998",Studio - 2 Br,312-462-0403
22,1130 S Michigan Ave Chicago  6,"$1,437 - $3,718",Studio - 2 Br,866-610-8317
23,25 W Randolph St Chicago  6,"$1,823 - $7,987",Studio - 3 Br,844-808-9214
